2024-12-10 02:36:22,083 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:23,083 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:24,084 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:25,084 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:25,795 Raft thread  INFO [cn.wjc.server.action.AppendAentryAction:run:25] - 127.0.0.1:5000:进行一次同步检查PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=null, self=Peer(addr=127.0.0.1:5000)),4
2024-12-10 02:36:25,796 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:25,798 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:25,798 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5003接收到日志请求
2024-12-10 02:36:25,801 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5003已经接收过该日志
2024-12-10 02:36:25,802 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:25,803 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
